Time,PT,DS,FBUOY,FLS
46.52,0,0,0,1
46.56,0,0,0,1
46.60,0,0,0,1
46.64,0,0,0,1
46.68,0,0,0,1
46.72,0,0,0,1
46.76,0,0,0,1
46.80,0,0,0,1
46.84,0,0,0,1
46.88,0,0,0,1
46.92,0,0,0,1
46.96,0,0,0,1
47.00,0,0,0,1
47.04,0,0,0,1
47.08,0,0,0,1
47.12,0,0,0,1
47.16,0,0,0,1
47.20,0,0,0,1
47.24,0,0,0,1
47.28,0,0,0,1
47.32,0,0,0,1
47.36,0,0,0,1
47.40,0,0,0,1
47.44,0,0,0,1
47.48,0,0,0,1
47.52,0,0,0,1
47.56,0,0,0,1
47.60,0,0,0,1
47.64,0,0,0,1
47.68,0,0,0,1
47.72,0,0,0,1
47.76,0,0,0,1
47.80,0,0,0,1
47.84,0,0,0,1
47.88,0,0,0,1
47.92,0,0,0,1
47.96,0,0,0,1
48.00,0,0,0,1
48.04,0,0,0,1
48.08,0,0,0,1
48.12,0,0,0,1
48.16,0,0,0,1
48.20,0,0,0,1
48.24,0,0,0,1
48.28,0,0,0,1
48.32,0,0,0,1
48.36,0,0,0,1
48.40,0,0,0,1
48.44,0,0,0,1
48.48,0,0,0,1
48.52,0,0,0,1
48.56,0,0,0,1
48.60,0,0,0,1
48.64,0,0,0,1
48.68,0,0,0,1
48.72,0,0,0,1
48.76,0,0,0,1
48.80,0,0,0,1
48.84,0,0,0,1
48.88,0,0,0,1
48.92,0,0,0,1
48.96,0,0,0,1
49.00,0,0,0,1
49.04,0,0,0,1
49.08,0,0,0,1
49.12,0,0,0,1
49.16,0,0,0,1
49.20,0,0,0,1
49.24,0,0,0,1
49.28,0,0,0,1
49.32,0,0,0,1
49.36,0,0,0,1
49.40,0,0,0,1
49.44,0,0,0,1
49.48,0,0,0,1
49.52,0,0,0,1
49.56,0,0,0,1
49.60,0,0,0,1
49.64,0,0,0,1
49.68,0,0,0,1
49.72,0,0,0,1
49.76,0,0,0,1
49.80,0,0,0,1
49.84,0,0,0,1
49.88,0,0,0,1
49.92,0,0,0,1
49.96,0,0,0,1
50.00,0,0,0,1
50.04,0,0,0,1
50.08,0,0,0,1
50.12,0,0,0,1
50.16,0,0,0,1
50.20,0,0,0,1
50.24,0,0,0,1
50.28,0,0,0,1
50.32,0,0,0,1
50.36,0,0,0,1
50.40,0,0,0,1
50.44,0,0,0,1
50.48,0,0,0,1
50.52,0,0,0,1
50.56,0,0,0,1
50.60,0,0,0,1
50.64,0,0,0,1
50.68,0,0,0,1
50.72,0,0,0,1
50.76,0,0,0,1
50.80,0,0,0,1
50.84,0,0,0,1
50.88,0,0,0,1
50.92,0,0,0,1
50.96,0,0,0,1
51.00,0,0,0,1
51.04,0,0,0,1
51.08,0,0,0,1
51.12,0,0,0,1
51.16,0,0,0,1
51.20,0,0,0,1
51.24,0,0,0,1
51.28,0,0,0,1
51.32,0,0,0,1
51.36,0,0,0,1
51.40,0,0,0,1
51.44,0,0,0,1
51.48,0,0,0,1
51.52,0,0,0,1
51.56,0,0,0,1
51.60,0,0,0,1
51.64,0,0,0,1
51.68,0,0,0,0
51.72,0,0,0,1
51.76,0,0,0,1
51.80,0,0,0,1
51.84,0,0,0,1
51.88,0,0,0,1
51.92,0,0,0,1
51.96,0,0,0,1
52.00,0,0,0,1
52.04,0,0,0,1
52.08,0,0,0,1
52.12,0,0,0,1
52.16,0,0,0,1
52.20,0,0,0,1
52.24,0,0,0,1
52.28,0,0,0,1
52.32,0,0,0,1
52.36,0,0,0,1
52.40,0,0,0,1
52.44,0,0,0,1
52.48,0,0,0,1
52.52,0,0,0,1
52.56,0,0,0,0
52.60,0,0,0,1
52.64,0,0,0,1
52.68,0,0,0,1
52.72,0,0,0,1
52.76,0,0,0,1
52.80,0,0,0,1
52.84,0,0,0,1
52.88,0,0,0,1
52.92,0,0,0,1
52.96,0,0,0,1
53.00,0,0,0,1
53.04,0,0,0,1
53.08,0,0,0,1
53.12,0,0,0,1
53.16,0,0,0,1
53.20,0,0,0,1
53.24,0,0,0,1
53.28,0,0,0,1
53.32,0,0,0,1
53.36,0,0,0,1
53.40,0,0,0,1
53.44,0,0,0,1
53.48,0,0,0,1
53.52,0,0,0,1
53.56,0,0,0,1
53.60,0,0,0,1
53.64,0,0,0,1
53.68,0,0,0,1
53.72,0,0,0,1
53.76,0,0,0,1
53.80,0,0,0,1
53.84,0,0,0,1
53.88,0,0,0,1
53.92,0,0,0,1
53.96,0,0,0,1
54.00,0,0,0,1
54.04,0,0,0,1
54.08,0,0,0,1
54.12,0,0,0,1
54.16,0,0,0,1
54.20,0,0,0,1
54.24,0,0,0,1
54.28,0,0,0,1
54.32,0,0,0,1
54.36,0,0,0,1
54.40,0,0,0,1
54.44,0,0,0,1
54.48,0,0,0,1
54.52,0,0,0,1
54.56,0,0,0,1
54.60,0,0,0,1
54.64,0,0,0,1
54.68,0,0,0,1
54.72,0,0,0,1
54.76,0,0,0,1
54.80,0,0,0,1
54.84,0,0,0,1
54.88,0,0,0,1
54.92,0,0,0,1
54.96,0,0,0,1
55.00,0,0,0,1
55.04,0,0,0,1
55.08,0,0,0,1
55.12,0,0,0,1
55.16,0,0,0,1
55.20,0,0,0,1
55.24,0,0,0,1
55.28,0,0,0,1
55.32,0,0,0,1
55.36,0,0,0,1
55.40,0,0,0,1
55.44,0,0,0,1
55.48,0,0,0,1
55.52,0,0,0,1
55.56,0,0,0,1
55.60,0,0,0,1
55.64,0,0,0,1
55.68,0,0,0,1
55.72,0,0,0,1
55.76,0,0,0,1
55.80,0,0,0,1
55.84,0,0,0,1
55.88,0,0,0,1
55.92,0,0,0,1
55.96,0,0,0,1
56.00,0,0,0,1
56.04,0,0,0,1
56.08,0,0,0,1
56.12,0,0,0,1
56.16,0,0,0,1
56.20,0,0,0,1
56.24,0,0,0,1
56.28,0,0,0,1
56.32,0,0,0,1
56.36,0,0,0,1
56.40,0,0,0,1
56.44,0,0,0,1
56.48,0,0,0,1
56.52,0,0,0,1
56.56,0,0,0,0
56.60,0,0,0,1
56.64,0,0,0,1
56.68,0,0,0,1
56.72,0,0,0,1
56.76,0,0,0,1
56.80,0,0,0,1
56.84,0,0,0,1
56.88,0,0,0,1
56.92,0,0,0,1
56.96,0,0,0,1
57.00,0,0,0,1
57.04,0,0,0,1
57.08,0,0,0,1
57.12,0,0,0,1
57.16,0,0,0,1
57.20,0,0,0,1
57.24,0,0,0,1
57.28,0,0,0,1
57.32,0,0,0,1
57.36,0,0,0,1
57.40,0,0,0,1
57.44,0,0,0,1
57.48,0,0,0,1
57.52,0,0,0,1
57.56,0,0,0,1
57.60,0,0,0,1
57.64,0,0,0,1
57.68,0,0,0,1
57.72,0,0,0,1
57.76,0,0,0,1
57.80,0,0,0,1
57.84,0,0,0,1
57.88,0,0,0,1
57.92,0,0,0,1
57.96,0,0,0,1
58.00,0,0,0,1
58.04,0,0,0,1
58.08,0,0,0,1
58.12,0,0,0,1
58.16,0,0,0,1
58.20,0,0,0,1
58.24,0,0,0,1
58.28,0,0,0,1
58.32,0,0,0,1
58.36,0,0,0,1
58.40,0,0,0,1
58.44,0,0,0,1
58.48,0,0,0,1
58.52,0,0,0,1
58.56,0,0,0,1
58.60,0,0,0,1
58.64,0,0,0,1
58.68,0,0,0,1
58.72,0,0,0,1
58.76,0,0,0,1
58.80,0,0,0,0
58.84,0,0,0,1
58.88,0,0,0,1
58.92,0,0,0,1
58.96,0,0,0,1
59.00,0,0,0,1
59.04,0,0,0,1
59.08,0,0,0,1
59.12,0,0,0,1
59.16,0,0,0,1
59.20,0,0,0,1
59.24,0,0,0,1
59.28,0,0,0,1
59.32,0,0,0,1
59.36,0,0,0,1
59.40,0,0,0,1
59.44,0,0,0,1
59.48,0,0,0,1
59.52,0,0,0,1
59.56,0,0,0,1
59.60,0,0,0,1
59.64,0,0,0,1
59.68,0,0,0,1
59.72,0,0,0,1
59.76,0,0,0,1
59.80,0,0,0,1
59.84,0,0,0,1
59.88,0,0,0,1
59.92,0,0,0,1
59.96,0,0,0,1
60.00,0,0,0,1
60.04,0,0,0,1
60.08,0,0,0,1
60.12,0,0,0,1
60.16,0,0,0,1
60.20,0,0,0,1
60.24,0,0,0,1
60.28,0,0,0,1
60.32,0,0,0,1
60.36,0,0,0,1
60.40,0,0,0,1
60.44,0,0,0,1
60.48,0,0,0,1
60.52,0,0,0,1
60.56,0,0,0,1
60.60,0,0,0,1
60.64,0,0,0,1
60.68,0,0,0,1
60.72,0,0,0,1
60.76,0,0,0,1
60.80,0,0,0,1
60.84,0,0,0,1
60.88,0,0,0,1
60.92,0,0,0,1
60.96,0,0,0,1
61.00,0,0,0,1
61.04,0,0,0,1
61.08,0,0,0,1
61.12,0,0,0,1
61.16,0,0,0,1
61.20,0,0,0,1
61.24,0,0,0,1
61.28,0,0,0,1
61.32,0,0,0,1
61.36,0,0,0,1
61.40,0,0,0,1
61.44,0,0,0,0
61.48,0,0,0,1
61.52,0,0,0,1
61.56,0,0,0,1
61.60,0,0,0,1
61.64,0,0,0,1
61.68,0,0,0,1
61.72,0,0,0,1
61.76,0,0,0,1
61.80,0,0,0,1
61.84,0,0,0,1
61.88,0,0,0,1
61.92,0,0,0,1
61.96,0,0,0,1
62.00,0,0,0,1
62.04,0,0,0,1
62.08,0,0,0,1
62.12,0,0,0,1
62.16,0,0,0,1
62.20,0,0,0,1
62.24,0,0,0,1
62.28,0,0,0,1
62.32,0,0,0,1
62.36,0,0,0,1
62.40,0,0,0,1
62.44,0,0,0,1
62.48,0,0,0,1
62.52,0,0,0,1
62.56,0,0,0,1
62.60,0,0,0,1
62.64,0,0,0,1
62.68,0,0,0,1
62.72,0,0,0,1
62.76,0,0,0,1
62.80,0,0,0,1
62.84,0,0,0,1
62.88,0,0,0,1
62.92,0,0,0,1
62.96,0,0,0,1
63.00,0,0,0,1
63.04,0,0,0,1
63.08,0,0,0,1
63.12,0,0,0,1
63.16,0,0,0,1
63.20,0,0,0,1
63.24,0,0,0,1
63.28,0,0,0,1
63.32,0,0,0,1
63.36,0,0,0,1
63.40,0,0,0,1
63.44,0,0,0,1
63.48,0,0,0,1
63.52,0,0,0,1
63.56,0,0,0,1
63.60,0,0,0,1
63.64,0,0,0,1
63.68,0,0,0,1
63.72,0,0,0,1
63.76,0,0,0,1
63.80,0,0,0,1
63.84,0,0,0,1
63.88,0,0,0,1
63.92,0,0,0,1
63.96,0,0,0,1
64.00,0,0,0,1
64.04,0,0,0,1
64.08,0,0,0,1
64.12,0,0,0,1
64.16,0,0,0,1
64.20,0,0,0,1
64.24,0,0,0,1
64.28,0,0,0,1
64.32,0,0,0,1
64.36,0,0,0,1
64.40,0,0,0,1
64.44,0,0,0,1
64.48,0,0,0,1
64.52,0,0,0,1
64.56,0,0,0,1
64.60,0,0,0,1
64.64,0,0,0,1
64.68,0,0,0,1
64.72,0,0,0,1
64.76,0,0,0,1
64.80,0,0,0,1
64.84,0,0,0,1
64.88,0,0,0,1
64.92,0,0,0,1
64.96,0,0,0,1
65.00,0,0,0,1
65.04,0,0,0,1
65.08,0,0,0,1
65.12,0,0,0,1
65.16,0,0,0,1
65.20,0,0,0,1
65.24,0,0,0,1
65.28,0,0,0,1
65.32,0,0,0,1
65.36,0,0,0,1
65.40,0,0,0,1
65.44,0,0,0,1
65.48,0,0,0,1
65.52,0,0,0,1
65.56,0,0,0,1
65.60,0,0,0,1
65.64,0,0,0,1
65.68,0,0,0,1
65.72,0,0,0,1
65.76,0,0,0,1
65.80,0,0,0,1
65.84,0,0,0,1
65.88,0,0,0,1
65.92,0,0,0,1
65.96,0,0,0,1
66.00,0,0,0,1
66.04,0,0,0,1
66.08,0,0,0,1
66.12,0,0,0,1
66.16,0,0,0,1
66.20,0,0,0,1
66.24,0,0,0,1
66.28,0,0,0,1
66.32,0,0,0,1
66.36,0,0,0,1
66.40,0,0,0,1
66.44,0,0,0,1
66.48,0,0,0,1
66.52,0,0,0,1
66.56,0,0,0,1
66.60,0,0,0,1
66.64,0,0,0,1
66.68,0,0,0,1
66.72,0,0,0,1
66.76,0,0,0,1
66.80,0,0,0,1
66.84,0,0,0,1
66.88,0,0,0,1
66.92,0,0,0,1
66.96,0,0,0,1
67.00,0,0,0,1
67.04,0,0,0,1
67.08,0,0,0,1
67.12,0,0,0,1
67.16,0,0,0,1
67.20,0,0,0,1
67.24,0,0,0,1
67.28,0,0,0,1
67.32,0,0,0,1
67.36,0,0,0,1
67.40,0,0,0,1
67.44,0,0,0,1
67.48,0,0,0,1
67.52,0,0,0,1
67.56,0,0,0,1
67.60,0,0,0,1
67.64,0,0,0,1
67.68,0,0,0,1
67.72,0,0,0,1
67.76,0,0,0,1
67.80,0,0,0,1
67.84,0,0,0,1
67.88,0,0,0,1
67.92,0,0,0,1
67.96,0,0,0,1
68.00,0,0,0,1
68.04,0,0,0,1
68.08,0,0,0,1
68.12,0,0,0,1
68.16,0,0,0,1
68.20,0,0,0,1
68.24,0,0,0,1
68.28,0,0,0,1
68.32,0,0,0,1
68.36,0,0,0,1
68.40,0,0,0,1
68.44,0,0,0,1
68.48,0,0,0,1
68.52,0,0,0,1
68.56,0,0,0,1
68.60,0,0,0,1
68.64,0,0,0,1
68.68,0,0,0,1
68.72,0,0,0,1
68.76,0,0,0,0
68.80,0,0,0,1
68.84,0,0,0,1
68.88,0,0,0,1
68.92,0,0,0,1
68.96,0,0,0,1
69.00,0,0,0,1
69.04,0,0,0,1
69.08,0,0,0,1
69.12,0,0,0,1
69.16,0,0,0,1
69.20,0,0,0,1
69.24,0,0,0,1
69.28,0,0,0,1
69.32,0,0,0,1
69.36,0,0,0,1
69.40,0,0,0,1
69.44,0,0,0,1
69.48,0,0,0,1
69.52,0,0,0,1
69.56,0,0,0,1
69.60,0,0,0,1
69.64,0,0,0,1
69.68,0,0,0,1
69.72,0,0,0,1
69.76,0,0,0,1
69.80,0,0,0,1
69.84,0,0,0,1
69.88,0,0,0,1
69.92,0,0,0,1
69.96,0,0,0,1
70.00,0,0,0,1
70.04,0,0,0,1
70.08,0,0,0,1
70.12,0,0,0,1
70.16,0,0,0,1
70.20,0,0,0,1
70.24,0,0,0,1
70.28,0,0,0,1
70.32,0,0,0,1
70.36,0,0,0,1
70.40,0,0,0,1
70.44,0,0,0,1
70.48,0,0,0,1
70.52,0,0,0,1
70.56,0,0,0,1
70.60,0,0,0,1
70.64,0,0,0,1
70.68,0,0,0,1
70.72,0,0,0,1
70.76,0,0,0,1
70.80,0,0,0,1
70.84,0,0,0,1
70.88,0,0,0,1
70.92,0,0,0,1
70.96,0,0,0,1
71.00,0,0,0,1
71.04,0,0,0,1
71.08,0,0,0,1
71.12,0,0,0,1
71.16,0,0,0,1
71.20,0,0,0,1
71.24,0,0,0,1
71.28,0,0,0,1
71.32,0,0,0,1
71.36,0,0,0,1
71.40,0,0,0,1
71.44,0,0,0,1
71.48,0,0,0,1
71.52,0,0,0,1
71.56,0,0,0,1
71.60,0,0,0,1
71.64,0,0,0,1
71.68,0,0,0,1
71.72,0,0,0,1
71.76,0,0,0,1
71.80,0,0,0,1
71.84,0,0,0,1
71.88,0,0,0,1
71.92,0,0,0,1
71.96,0,0,0,1
72.00,0,0,0,1
72.04,0,0,0,1
72.08,0,0,0,1
72.12,0,0,0,1
72.16,0,0,0,1
72.20,0,0,0,1
72.24,0,0,0,1
72.28,0,0,0,1
72.32,0,0,0,1
72.36,0,0,0,1
72.40,0,0,0,1
72.44,0,0,0,1
72.48,0,0,0,1
72.52,0,0,0,1
72.56,0,0,0,1
72.60,0,0,0,1
72.64,0,0,0,1
72.68,0,0,0,1
72.72,0,0,0,1
72.76,0,0,0,1
72.80,0,0,0,1
72.84,0,0,0,1
72.88,0,0,0,1
72.92,0,0,0,1
72.96,0,0,0,1
73.00,0,0,0,1
73.04,0,0,0,1
73.08,0,0,0,1
73.12,0,0,0,1
73.16,0,0,0,1
73.20,0,0,0,1
73.24,0,0,0,0
73.28,0,0,0,1
73.32,0,0,0,1
73.36,0,0,0,1
73.40,0,0,0,1
73.44,0,0,0,1
73.48,0,0,0,1
73.52,0,0,0,1
73.56,0,0,0,1
73.60,0,0,0,1
73.64,0,0,0,1
73.68,0,0,0,1
73.72,0,0,0,1
73.76,0,0,0,1
73.80,0,0,0,1
73.84,0,0,0,1
73.88,0,0,0,1
73.92,0,0,0,1
73.96,0,0,0,1
74.00,0,0,0,1
74.04,0,0,0,1
74.08,0,0,0,1
74.12,0,0,0,0
74.16,0,0,0,1
74.20,0,0,0,1
74.24,0,0,0,1
74.28,0,0,0,1
74.32,0,0,0,1
74.36,0,0,0,1
74.40,0,0,0,1
74.44,0,0,0,1
74.48,0,0,0,1
74.52,0,0,0,1
74.56,0,0,0,1
74.60,0,0,0,1
74.64,0,0,0,1
74.68,0,0,0,1
74.72,0,0,0,1
74.76,0,0,0,1
74.80,0,0,0,1
74.84,0,0,0,1
74.88,0,0,0,1
74.92,0,0,0,1
74.96,0,0,0,1
75.00,0,0,0,1
75.04,0,0,0,1
75.08,0,0,0,1
75.12,0,0,0,1
75.16,0,0,0,1
75.20,0,0,0,1
75.24,0,0,0,1
75.28,0,0,0,1
75.32,0,0,0,1
75.36,0,0,0,1
75.40,0,0,0,1
75.44,0,0,0,1
75.48,0,0,0,1
75.52,0,0,0,1
75.56,0,0,0,1
75.60,0,0,0,1
75.64,0,0,0,1
75.68,0,0,0,1
75.72,0,0,0,1
75.76,0,0,0,1
75.80,0,0,0,1
75.84,0,0,0,1
75.88,0,0,0,1
75.92,0,0,0,1
75.96,0,0,0,1
76.00,0,0,0,1
76.04,0,0,0,1
76.08,0,0,0,1
76.12,0,0,0,1
76.16,0,0,0,1
76.20,0,0,0,1
76.24,0,0,0,1
76.28,0,0,0,1
76.32,0,0,0,1
76.36,0,0,0,1
76.40,0,0,0,1
76.44,0,0,0,1
76.48,0,0,0,1
76.52,0,0,0,1
76.56,0,0,0,1
76.60,0,0,0,1
76.64,0,0,0,1
76.68,0,0,0,1
76.72,0,0,0,1
76.76,0,0,0,1
76.80,0,0,0,1
76.84,0,0,0,1
76.88,0,0,0,1
76.92,0,0,0,1
76.96,0,0,0,1
77.00,0,0,0,1
77.04,0,0,0,1
77.08,0,0,0,1
77.12,0,0,0,1
77.16,0,0,0,1
77.20,0,0,0,1
77.24,0,0,0,1
77.28,0,0,0,1
77.32,0,0,0,1
77.36,0,0,0,1
77.40,0,0,0,1
77.44,0,0,0,1
77.48,0,0,0,1
77.52,0,0,0,1
77.56,0,0,0,1
77.60,0,0,0,1
77.64,0,0,0,1
77.68,0,0,0,1
77.72,0,0,0,1
77.76,0,0,0,1
77.80,0,0,0,1
77.84,0,0,0,1
77.88,0,0,0,1
77.92,0,0,0,1
77.96,0,0,0,1
78.00,0,0,0,1
78.04,0,0,0,1
78.08,0,0,0,1
78.12,0,0,0,1
78.16,0,0,0,1
78.20,0,0,0,1
78.24,0,0,0,1
78.28,0,0,0,1
78.32,0,0,0,1
78.36,0,0,0,1
78.40,0,0,0,1
78.44,0,0,0,1
78.48,0,0,0,1
78.52,0,0,0,1
78.56,0,0,0,1
78.60,0,0,0,1
78.64,0,0,0,1
78.68,0,0,0,1
78.72,0,0,0,1
78.76,0,0,0,1
78.80,0,0,0,1
78.84,0,0,0,1
78.88,0,0,0,1
78.92,0,0,0,1
78.96,0,0,0,1
79.00,0,0,0,1
79.04,0,0,0,1
79.08,0,0,0,1
79.12,0,0,0,1
79.16,0,0,0,1
79.20,0,0,0,1
79.24,0,0,0,1
79.28,0,0,0,1
79.32,0,0,0,1
79.36,0,0,0,1
79.40,0,0,0,1
79.44,0,0,0,1
79.48,0,0,0,1
79.52,0,0,0,1
79.56,0,0,0,1
79.60,0,0,0,1
79.64,0,0,0,1
79.68,0,0,0,1
79.72,0,0,0,1
79.76,0,0,0,1
79.80,0,0,0,1
79.84,0,0,0,1
79.88,0,0,0,1
79.92,0,0,0,1
79.96,0,0,0,1
80.00,0,0,0,1
80.04,0,0,0,1
80.08,0,0,0,1
80.12,0,0,0,1
80.16,0,0,0,1
80.20,0,0,0,1
80.24,0,0,0,1
80.28,0,0,0,1
80.32,0,0,0,1
80.36,0,0,0,1
80.40,0,0,0,1
80.44,0,0,0,1
80.48,0,0,0,1
80.52,0,0,0,1
80.56,0,0,0,1
80.60,0,0,0,1
80.64,0,0,0,1
80.68,0,0,0,1
80.72,0,0,0,1
80.76,0,0,0,1
80.80,0,0,0,1
80.84,0,0,0,1
80.88,0,0,0,1
80.92,0,0,0,1
80.96,0,0,0,1
81.00,0,0,0,1
81.04,0,0,0,1
81.08,0,0,0,1
81.12,0,0,0,1
81.16,0,0,0,1
81.20,0,0,0,1
81.24,0,0,0,1
81.28,0,0,0,1
81.32,0,0,0,1
81.36,0,0,0,1
81.40,0,0,0,1
81.44,0,0,0,1
81.48,0,0,0,1
81.52,0,0,0,1
81.56,0,0,0,1
81.60,0,0,0,1
81.64,0,0,0,1
81.68,0,0,0,1
81.72,0,0,0,1
81.76,0,0,0,1
81.80,0,0,0,1
81.84,0,0,0,1
81.88,0,0,0,1
81.92,0,0,0,1
81.96,0,0,0,1
82.00,0,0,0,1
82.04,0,0,0,1
82.08,0,0,0,1
82.12,0,0,0,1
82.16,0,0,0,1
82.20,0,0,0,1
82.24,0,0,0,1
82.28,0,0,0,1
82.32,0,0,0,1
82.36,0,0,0,1
82.40,0,0,0,1
82.44,0,0,0,1
82.48,0,0,0,1
82.52,0,0,0,1
82.56,0,0,0,1
82.60,0,0,0,1
82.64,0,0,0,1
82.68,0,0,0,1
82.72,0,0,0,1
82.76,0,0,0,1
82.80,0,0,0,1
82.84,0,0,0,1
82.88,0,0,0,1
82.92,0,0,0,1
82.96,0,0,0,1
83.00,0,0,0,1
83.04,0,0,0,1
83.08,0,0,0,1
83.12,0,0,0,1
83.16,0,0,0,1
83.20,0,0,0,1
83.24,0,0,0,1
83.28,0,0,0,1
83.32,0,0,0,1
83.36,0,0,0,1
83.40,0,0,0,1
83.44,0,0,0,1
83.48,0,0,0,0
83.52,0,0,0,1
83.56,0,0,0,1
83.60,0,0,0,1
83.64,0,0,0,1
83.68,0,0,0,1
83.72,0,0,0,1
83.76,0,0,0,1
83.80,0,0,0,1
83.84,0,0,0,1
83.88,0,0,0,1
83.92,0,0,0,1
83.96,0,0,0,1
84.00,0,0,0,1
84.04,0,0,0,1
84.08,0,0,0,1
84.12,0,0,0,1
84.16,0,0,0,1
84.20,0,0,0,1
84.24,0,0,0,1
84.28,0,0,0,1
84.32,0,0,0,1
84.36,0,0,0,1
84.40,0,0,0,1
84.44,0,0,0,1
84.48,0,0,0,0
84.52,0,0,0,1
84.56,0,0,0,1
84.60,0,0,0,1
84.64,0,0,0,1
84.68,0,0,0,1
84.72,0,0,0,1
84.76,0,0,0,1
84.80,0,0,0,1
84.84,0,0,0,1
84.88,0,0,0,1
84.92,0,0,0,1
84.96,0,0,0,1
85.00,0,0,0,1
85.04,0,0,0,1
85.08,0,0,0,1
85.12,0,0,0,1
85.16,0,0,0,1
85.20,0,0,0,1
85.24,0,0,0,1
85.28,0,0,0,1
85.32,0,0,0,1
85.36,0,0,0,1
85.40,0,0,0,1
85.44,0,0,0,1
85.48,0,0,0,1
85.52,0,0,0,1
85.56,0,0,0,1
85.60,0,0,0,1
85.64,0,0,0,1
85.68,0,0,0,1
85.72,0,0,0,1
85.76,0,0,0,1
85.80,0,0,0,1
85.84,0,0,0,1
85.88,0,0,0,1
85.92,0,0,0,1
85.96,0,0,0,1
86.00,0,0,0,1
86.04,0,0,0,1
86.08,0,0,0,1
86.12,0,0,0,1
86.16,0,0,0,1
86.20,0,0,0,1
86.24,0,0,0,1
86.28,0,0,0,1
86.32,0,0,0,1
86.36,0,0,0,1
86.40,0,0,0,1
86.44,0,0,0,1
86.48,0,0,0,1
86.52,0,0,0,1
86.56,0,0,0,1
86.60,0,0,0,1
86.64,0,0,0,1
86.68,0,0,0,1
86.72,0,0,0,1
86.76,0,0,0,1
86.80,0,0,0,1
86.84,0,0,0,1
86.88,0,0,0,1
86.92,0,0,0,1
86.96,0,0,0,1
87.00,0,0,0,1
87.04,0,0,0,1
87.08,0,0,0,1
87.12,0,0,0,1
87.16,0,0,0,1
87.20,0,0,0,1
87.24,0,0,0,1
87.28,0,0,0,1
87.32,0,0,0,1
87.36,0,0,0,1
87.40,0,0,0,1
87.44,0,0,0,1
87.48,0,0,0,1
87.52,0,0,0,1
87.56,0,0,0,1
87.60,0,0,0,1
87.64,0,0,0,1
87.68,0,0,0,1
87.72,0,0,0,1
87.76,0,0,0,1
87.80,0,0,0,1
87.84,0,0,0,1
87.88,0,0,0,1
87.92,0,0,0,1
87.96,0,0,0,1
88.00,0,0,0,1
88.04,0,0,0,1
88.08,0,0,0,1
88.12,0,0,0,1
88.16,0,0,0,1
88.20,0,0,0,1
88.24,0,0,0,1
88.28,0,0,0,1
88.32,0,0,0,1
88.36,0,0,0,1
88.40,0,0,0,1
88.44,0,0,0,1
88.48,0,0,0,1
88.52,0,0,0,0
88.56,0,0,0,1
88.60,0,0,0,1
88.64,0,0,0,1
88.68,0,0,0,1
88.72,0,0,0,1
88.76,0,0,0,1
88.80,0,0,0,1
88.84,0,0,0,1
88.88,0,0,0,1
88.92,0,0,0,1
88.96,0,0,0,1
89.00,0,0,0,1
89.04,0,0,0,1
89.08,0,0,0,1
89.12,0,0,0,1
89.16,0,0,0,1
89.20,0,0,0,1
89.24,0,0,0,1
89.28,0,0,0,1
89.32,0,0,0,1
89.36,0,0,0,1
89.40,0,0,0,1
89.44,0,0,0,1
89.48,0,0,0,1
89.52,0,0,0,1
89.56,0,0,0,1
89.60,0,0,0,1
89.64,0,0,0,1
89.68,0,0,0,1
89.72,0,0,0,1
89.76,0,0,0,1
89.80,0,0,0,1
89.84,0,0,0,1
89.88,0,0,0,1
89.92,0,0,0,1
89.96,0,0,0,1
90.00,0,0,0,1
90.04,0,0,0,1
90.08,0,0,0,1
90.12,0,0,0,1
90.16,0,0,0,1
90.20,0,0,0,1
90.24,0,0,0,1
90.28,0,0,0,1
90.32,0,0,0,1
90.36,0,0,0,1
90.40,0,0,0,1
90.44,0,0,0,1
90.48,0,0,0,1
90.52,0,0,0,1
90.56,0,0,0,1
90.60,0,0,0,0
90.64,0,0,0,1
90.68,0,0,0,1
90.72,0,0,0,1
90.76,0,0,0,1
90.80,0,0,0,1
90.84,0,0,0,1
90.88,0,0,0,1
90.92,0,0,0,1
90.96,0,0,0,1
91.00,0,0,0,1
91.04,0,0,0,1
91.08,0,0,0,1
91.12,0,0,0,1
91.16,0,0,0,1
91.20,0,0,0,1
91.24,0,0,0,1
91.28,0,0,0,1
91.32,0,0,0,1
91.36,0,0,0,1
91.40,0,0,0,1
91.44,0,0,0,1
91.48,0,0,0,1
91.52,0,0,0,1
91.56,0,0,0,1
91.60,0,0,0,1
91.64,0,0,0,1
91.68,0,0,0,1
91.72,0,0,0,1
91.76,0,0,0,1
91.80,0,0,0,1
91.84,0,0,0,1
91.88,0,0,0,1
91.92,0,0,0,1
91.96,0,0,0,1
92.00,0,0,0,1
92.04,0,0,0,1
92.08,0,0,0,1
92.12,0,0,0,1
92.16,0,0,0,1
92.20,0,0,0,1
92.24,0,0,0,1
92.28,0,0,0,1
92.32,0,0,0,1
92.36,0,0,0,1
92.40,0,0,0,1
92.44,0,0,0,1
92.48,0,0,0,1
92.52,0,0,0,1
92.56,0,0,0,1
92.60,0,0,0,1
92.64,0,0,0,0
92.68,0,0,0,1
92.72,0,0,0,1
92.76,0,0,0,1
92.80,0,0,0,1
92.84,0,0,0,1
92.88,0,0,0,1
92.92,0,0,0,1
92.96,0,0,0,1
93.00,0,0,0,1
93.04,0,0,0,1
93.08,0,0,0,1
